Laptop (ID),Tech price by country,Laptop type price,Sceen size (inches),Resolution quality,CPU (GHz),Ram (GB),GPU (GHz),Weight (kg),Price (euros),Touchscreen,IPS Panel,Retina Display,Flash Storage memory (GB),SSD memory (GB),HDD memory (GB),Hybrid memory (GB),Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS
111,5,5,15.6,1,2.8,16,1.49,2.2,1299.0,0,0,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
823,4,1,15.6,1,2.5,8,0.78,2.18,789.81,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
74,4,1,15.6,1,1.8,8,1.02,2.2,870.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
42,4,5,15.6,1,2.8,16,1.4,2.65,1499.0,0,1,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
136,0,1,15.6,1,2.7,4,1.12,2.2,572.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
273,4,1,17.3,1,1.8,8,0.95,2.5,1018.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
443,4,1,15.6,0,1.6,4,0.32,2.1,347.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
137,4,1,15.6,0,2.7,8,0.3,2.05,598.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
802,2,2,15.6,1,2.5,8,0.98,2.08,959.0,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
127,0,1,15.6,0,3.0,4,0.8,2.1,451.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
507,0,0,11.6,0,1.1,4,0.3,1.2,340.0,0,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0
1111,4,1,15.6,1,2.5,8,0.92,2.36,638.8,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
562,0,1,15.6,0,1.1,4,0.3,2.0,224.0,0,0,0,0,0,500,0,0,0,1,0,0,0,0,0,0
1185,2,1,15.6,1,2.0,4,0.97,2.2,468.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1251,5,5,17.3,1,2.8,16,1.4,2.7,1598.0,0,0,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
153,4,5,15.6,1,2.8,16,1.35,2.56,1249.26,0,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
86,0,1,15.6,0,3.0,4,0.8,2.1,395.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
625,5,5,15.6,1,2.8,16,1.44,2.94,2267.86,0,0,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
318,0,1,15.6,1,2.2,8,0.8,2.23,469.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
365,4,1,14.0,1,2.6,8,0.3,1.36,1427.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
585,5,5,17.3,1,2.9,16,1.44,4.14,2729.0,0,0,0,0,512,1000,0,0,0,0,0,0,1,0,0,0
1064,2,1,14.0,3,2.6,16,0.3,1.1,2620.0,0,1,0,0,256,0,0,0,0,0,0,0,0,0,1,0
997,5,1,15.6,0,2.3,4,0.3,2.3,649.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
43,0,1,15.6,0,2.5,8,1.12,2.3,522.99,0,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,0
715,2,4,15.6,1,2.5,16,0.76,2.18,1855.0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,1,0
1130,4,3,13.3,1,2.4,8,0.3,1.23,1379.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
212,4,3,13.3,1,1.8,8,0.3,1.2,1449.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
279,5,1,15.6,0,2.5,8,0.93,2.2,812.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
33,4,1,17.3,1,2.5,4,1.02,2.71,439.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
1297,2,1,15.6,1,2.6,8,1.1,2.6,899.0,0,1,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
550,0,5,15.6,1,2.5,8,1.35,2.4,798.0,0,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,0
386,4,5,17.3,1,2.8,8,1.35,3.35,1191.0,0,1,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
679,2,1,15.6,1,2.5,8,0.96,1.9,817.95,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
147,4,1,15.6,0,2.5,4,0.8,1.86,369.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
699,2,1,14.0,1,2.5,4,0.3,1.7,699.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1034,4,2,15.6,1,2.3,4,0.3,2.08,795.99,1,1,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1122,2,2,15.6,1,2.3,4,0.3,2.1,867.0,1,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1273,0,1,15.6,0,1.1,4,0.3,2.0,339.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
985,4,3,14.0,3,2.6,8,0.3,1.5,1962.98,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
387,2,1,15.6,1,2.0,4,0.3,1.85,403.5,0,0,0,0,128,0,0,0,0,0,0,1,0,0,0,0
537,4,5,17.3,1,2.8,16,1.44,4.42,3012.77,0,1,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
2,4,3,13.3,0,1.8,8,0.3,1.34,898.94,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,1
884,2,1,13.3,1,2.4,4,0.3,1.44,735.0,0,1,0,0,180,0,0,0,0,0,0,0,1,0,0,0
120,4,1,15.6,1,1.8,8,1.12,2.16,1130.33,0,1,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
708,4,5,15.6,1,2.5,8,1.35,2.56,819.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
932,4,5,15.6,1,2.8,16,1.49,2.6,1349.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
1139,0,1,15.6,0,2.4,4,0.3,2.0,435.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
852,4,1,17.3,0,2.5,8,0.95,2.63,910.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
775,0,1,17.3,0,1.1,4,0.97,2.8,470.34,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1176,2,1,15.6,1,2.3,8,1.03,2.5,788.49,0,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0
530,4,1,15.6,0,2.0,4,0.3,1.63,689.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
105,4,1,15.6,1,1.6,8,1.03,2.2,647.0,0,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,0
1011,0,1,15.6,0,1.1,4,0.3,2.4,380.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
85,2,1,15.6,1,2.5,4,0.8,2.2,399.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
690,4,5,15.6,1,2.5,16,1.4,3.21,2051.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
540,3,1,13.3,1,1.1,4,0.3,1.2,369.0,0,1,0,0,32,0,0,0,0,0,0,0,1,0,0,0
333,0,3,15.6,1,2.7,8,1.12,1.7,1049.9,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
815,5,1,15.6,0,2.3,4,0.3,2.1,780.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
779,4,1,15.6,1,2.7,16,0.92,2.3,1181.27,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1018,5,1,13.3,1,2.3,4,0.3,1.2,1195.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
313,2,1,15.6,1,2.5,8,1.12,2.3,819.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
452,4,1,14.0,1,2.8,8,0.95,1.64,1179.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
324,0,1,11.6,0,1.6,4,0.32,1.4,485.0,0,0,0,128,0,0,0,0,0,0,0,0,1,0,0,0
497,2,1,15.6,1,2.5,8,1.12,2.3,1011.99,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
291,2,1,15.6,1,2.7,8,0.3,1.95,1097.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
189,4,1,17.3,1,1.8,16,1.47,2.77,1549.0,1,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
1056,5,1,15.6,1,2.5,16,0.93,2.4,1425.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1225,2,1,15.6,0,2.2,4,0.3,2.2,299.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
812,4,1,15.6,4,2.5,8,1.35,2.06,1749.0,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1069,4,1,15.6,0,2.3,4,0.3,2.31,705.15,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
653,2,1,14.0,0,1.6,4,0.35,1.43,274.0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0
1285,4,1,15.6,0,2.7,8,0.96,2.3,805.99,0,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,0
1289,2,2,13.3,3,2.5,16,0.3,1.3,1499.0,1,1,0,0,512,0,0,0,0,0,0,0,1,0,0,0
187,5,1,15.6,0,2.5,8,0.3,2.0,793.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
1016,4,1,15.6,0,2.4,4,0.3,2.18,547.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
973,0,2,11.6,0,1.6,4,0.32,1.25,389.0,1,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0
1042,4,3,13.3,3,2.5,8,0.3,1.29,1624.0,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
673,5,1,15.6,0,2.1,4,0.3,2.1,498.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
267,4,1,15.6,1,1.6,4,0.3,2.1,722.0,0,1,0,0,0,500,0,0,0,0,0,0,1,0,0,0
40,4,1,15.6,1,1.6,8,0.95,2.1,879.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
351,2,5,15.6,1,2.8,16,1.49,2.4,1129.0,0,1,0,0,256,2000,0,0,0,0,0,0,1,0,0,0
1272,4,1,15.6,0,1.6,4,0.35,2.2,443.99,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
191,2,5,15.6,1,2.5,8,1.35,2.4,779.0,0,1,0,0,256,0,0,0,0,0,0,1,0,0,0,0
109,2,1,15.6,1,2.0,4,0.3,1.85,414.9,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
989,4,1,15.6,1,2.7,8,0.95,2.04,979.0,0,1,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
733,2,1,15.6,0,2.5,4,0.3,1.9,489.9,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0,0
1256,5,5,15.6,1,2.6,8,1.1,2.3,1169.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
1168,2,1,15.6,0,2.0,4,0.3,1.9,339.0,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0,0
83,4,3,12.0,2,1.3,8,0.3,0.92,1510.0,0,1,1,0,512,0,0,0,0,0,0,0,0,0,0,1
1277,5,5,15.6,1,2.6,8,1.1,2.4,1229.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
307,2,1,17.3,0,2.5,6,1.07,2.8,649.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
1060,4,1,14.0,1,2.3,8,0.3,1.43,1469.0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,1,0
945,4,3,12.5,1,2.3,4,0.3,1.26,1579.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
362,2,1,15.6,0,1.1,4,0.3,2.2,321.99,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0,0
250,4,1,15.6,1,1.8,8,1.02,2.2,985.0,0,0,0,0,128,2000,0,0,0,0,0,0,1,0,0,0
22,2,5,15.6,1,2.5,8,1.35,2.5,999.0,0,1,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
304,0,3,15.6,1,2.7,16,1.12,1.63,1468.0,0,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
523,4,1,15.6,0,1.6,4,0.3,2.04,521.47,1,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
773,4,1,13.3,0,2.0,4,0.3,1.65,849.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
1195,2,5,15.6,1,2.6,16,1.13,3.31,1305.0,0,1,0,0,512,0,0,0,0,0,0,0,1,0,0,0
572,4,3,13.3,4,1.6,8,0.3,1.21,1599.0,1,1,0,0,128,0,0,0,0,0,0,0,1,0,0,0
79,4,1,15.6,1,1.8,8,0.3,2.02,855.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
447,2,1,17.3,0,2.5,8,0.8,2.8,519.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
873,5,1,13.3,1,2.5,4,0.3,1.05,1285.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
533,2,1,15.6,1,2.7,4,0.97,2.2,799.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
280,4,1,15.6,0,2.7,12,0.3,2.3,713.07,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
300,2,5,15.6,1,2.8,8,1.4,3.2,1299.0,0,1,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
725,2,1,15.6,0,2.0,4,0.8,2.19,298.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
60,0,1,15.6,1,2.0,4,0.3,2.0,415.0,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0
1043,4,1,17.3,1,2.5,8,0.95,2.63,1080.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
791,5,3,14.0,1,2.6,16,0.93,1.47,1764.0,0,1,0,0,512,0,0,0,0,0,0,0,1,0,0,0
20,4,3,13.3,1,1.6,8,0.3,1.22,979.0,1,1,0,0,128,0,0,0,0,0,0,0,1,0,0,0
1123,4,1,15.6,1,2.5,4,0.8,2.1,398.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
423,4,1,13.3,0,2.0,4,0.3,1.65,689.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
1,4,3,13.3,3,2.3,8,0.3,1.37,1339.69,0,1,1,0,128,0,0,0,0,0,0,0,0,0,0,1
868,4,2,13.3,1,2.8,8,0.3,1.28,2559.0,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
859,4,3,14.0,1,2.5,8,0.3,1.54,1468.0,0,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
618,4,5,15.6,1,2.6,16,1.13,2.59,879.01,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
965,4,3,14.0,1,2.8,8,0.3,1.36,1775.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
145,2,5,15.6,1,2.8,8,1.35,2.4,869.0,0,1,0,0,256,0,0,0,0,0,0,1,0,0,0,0
1192,2,1,15.6,1,2.7,8,1.12,2.2,709.0,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0,0
253,4,1,13.3,1,1.6,4,0.3,1.49,675.0,0,1,0,0,0,500,0,0,0,0,0,0,1,0,0,0
720,4,1,15.6,1,2.5,8,0.3,1.98,726.0,0,0,0,0,0,1000,0,0,0,1,0,0,0,0,0,0
1270,2,1,15.6,1,2.3,6,0.97,2.4,569.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
54,4,1,13.3,1,1.8,8,0.3,1.49,1103.0,0,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
104,4,1,15.6,1,1.5,4,0.3,2.1,349.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
553,2,1,14.0,1,2.5,4,0.3,1.87,785.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
974,5,1,13.3,1,2.4,8,0.3,1.2,1535.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
551,0,1,15.6,0,1.8,4,0.3,2.0,349.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
1200,4,1,15.6,1,2.7,8,1.12,1.98,895.01,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0
480,4,3,13.3,1,1.6,8,0.3,1.42,1841.85,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
175,4,1,17.3,1,2.5,6,1.03,2.71,699.0,0,1,0,0,0,2000,0,0,0,0,0,0,1,0,0,0
1291,4,1,15.6,0,2.5,6,1.03,2.19,764.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
616,0,1,14.0,0,1.6,4,0.32,1.6,349.0,0,0,0,128,0,0,0,0,0,0,0,0,1,0,0,0
32,0,1,14.0,0,1.5,2,0.3,1.65,199.0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0
546,2,1,14.0,1,2.7,8,1.12,1.87,859.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
902,4,2,13.3,3,2.7,16,0.3,1.42,1399.0,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
845,0,5,17.3,1,2.8,16,1.44,2.9,2419.0,0,0,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
660,4,3,13.3,1,1.6,8,0.3,1.2,1449.9,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1136,4,1,13.3,1,2.3,8,0.3,1.16,1690.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1087,4,3,12.5,1,2.3,8,0.3,1.26,1199.0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,1,0
350,4,3,13.3,1,1.8,8,0.3,1.2,1579.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
590,4,1,15.6,1,2.8,16,0.95,1.93,1537.39,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1296,4,1,15.6,0,1.6,2,0.35,2.2,379.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
429,4,1,15.6,1,2.9,8,0.3,2.31,1427.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1025,4,3,12.5,1,2.5,4,0.3,1.26,1539.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
984,4,2,13.3,3,1.3,16,0.3,1.22,1899.0,1,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
544,4,1,15.6,1,1.6,4,0.32,1.86,398.99,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
996,2,1,15.6,1,3.6,6,1.02,2.2,549.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1275,4,1,15.6,0,2.0,4,0.3,2.29,490.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
293,2,5,15.6,1,2.8,16,1.49,2.5,1179.0,0,1,0,0,256,1000,0,0,0,0,0,0,1,0,0,0
450,2,1,15.6,1,1.1,4,0.3,2.2,349.0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0
462,4,2,11.6,0,1.6,4,0.32,1.47,479.0,1,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
24,4,2,13.3,1,1.6,8,0.3,1.62,819.0,1,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
610,5,5,17.3,1,2.7,16,0.92,4.14,2199.0,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
855,4,1,15.6,1,2.7,4,0.78,2.18,739.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
629,4,1,15.6,1,1.6,4,1.02,2.2,776.0,0,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,0
882,2,1,15.6,1,2.0,4,0.96,2.2,479.0,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0,0
875,4,3,13.3,3,2.5,16,0.3,1.29,2240.0,1,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0
62,4,3,14.0,1,1.6,8,0.3,1.7,879.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
8,4,3,13.3,0,1.8,8,0.3,1.34,1158.7,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,1
1135,0,1,13.3,1,1.44,4,0.32,1.35,196.0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0
529,4,1,14.0,1,2.6,8,0.3,1.64,1279.73,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1006,2,1,15.6,0,1.1,4,0.3,1.9,270.62,0,0,0,0,128,0,0,0,0,0,0,1,0,0,0,0
937,5,1,15.6,1,2.6,16,0.93,2.4,1975.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
634,2,1,15.6,1,2.5,4,0.3,2.2,468.0,0,0,0,0,128,0,0,0,0,0,0,1,0,0,0,0
1151,4,4,17.3,1,2.6,8,1.05,3.0,3949.4,0,1,0,0,256,0,0,0,0,0,0,0,0,0,1,0
709,2,1,15.6,1,2.9,4,1.02,2.2,399.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1137,4,1,14.0,1,2.3,8,0.3,1.43,1513.0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,1,0
652,0,1,15.6,0,2.0,4,0.3,2.4,450.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
732,5,5,17.3,1,2.8,8,1.49,2.7,1348.48,0,0,0,0,128,1000,0,0,0,0,0,0,1,0,0,0
254,4,3,13.3,3,3.1,8,0.3,1.37,2040.0,0,1,1,0,512,0,0,0,0,0,0,0,0,0,0,1
981,4,1,15.6,1,2.4,4,0.3,2.04,685.0,0,0,0,0,0,500,0,0,0,0,0,0,1,0,0,0
1241,4,3,12.5,1,2.4,8,0.3,1.26,1713.37,1,0,0,0,256,0,0,0,0,0,0,0,0,0,1,0
1036,4,1,13.3,1,2.5,8,0.3,1.11,1149.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
877,5,3,13.3,0,2.3,8,0.3,1.2,1095.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
755,4,1,15.6,1,2.0,8,0.3,1.86,539.0,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
1235,2,1,17.3,0,2.5,8,0.3,2.8,539.0,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0,0
1053,4,1,14.0,1,2.5,8,0.3,1.64,1010.51,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
360,5,1,15.6,1,2.5,16,0.93,2.4,1403.0,0,1,0,0,512,0,0,0,0,0,0,0,1,0,0,0
492,2,1,14.0,1,1.6,8,0.3,1.75,1049.0,0,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
454,4,4,15.6,1,3.0,8,1.02,2.23,1993.0,0,0,0,64,0,1000,0,0,0,0,0,0,1,0,0,0
359,4,4,15.6,1,2.8,8,0.99,2.6,1738.27,0,0,0,0,256,0,0,0,0,0,0,0,1,0,0,0
